identifier,timepoint_index,timestamp,split,timeseries
Bearing3_1,237,09:49:59,Training,"{'channel1': array([ 0.33 ,  0.268,  0.024, ...,  0.219, -0.35 , -0.345]), 'channel2': array([ 0.444,  0.202, -0.121, ...,  0.639, -0.037,  0.172])}"
Bearing3_1,377,10:13:19,Training,"{'channel1': array([-0.1  ,  0.032,  0.234, ...,  0.245,  0.387,  0.181]), 'channel2': array([ 0.217, -0.09 , -0.325, ...,  0.06 , -0.142, -0.   ])}"
Bearing3_1,513,10:35:59,Training,"{'channel1': array([ 1.238,  0.235,  1.472, ..., -0.861, -0.204,  1.553]), 'channel2': array([-1.152, -1.364,  1.404, ...,  1.514,  1.039, -2.073])}"
Bearing3_1,435,10:22:59,Training,"{'channel1': array([-0.21 , -0.117,  0.188, ..., -0.095, -0.197, -0.507]), 'channel2': array([-0.125, -0.208,  0.052, ...,  0.351, -0.106, -0.209])}"
Bearing3_1,351,10:08:59,Training,"{'channel1': array([ 0.16 , -0.184, -0.147, ..., -0.054, -0.13 , -0.33 ]), 'channel2': array([-0.236, -0.114,  0.553, ...,  0.353, -0.061, -0.442])}"
Bearing3_1,359,10:10:19,Training,"{'channel1': array([-0.085, -0.002,  0.236, ..., -0.359, -0.274, -0.302]), 'channel2': array([-0.196,  0.075,  0.001, ..., -0.27 ,  0.115,  0.286])}"
Bearing3_1,331,10:05:39,Training,"{'channel1': array([-0.14 ,  0.262,  0.162, ...,  0.018, -0.322,  0.301]), 'channel2': array([ 0.498,  0.031, -0.134, ..., -0.234, -0.118,  0.536])}"
Bearing3_1,316,10:03:09,Training,"{'channel1': array([ 0.05 ,  0.131, -0.197, ..., -0.572, -0.419, -0.169]), 'channel2': array([-0.058,  0.734,  0.008, ...,  0.074,  0.333,  0.078])}"
Bearing3_1,311,10:02:19,Training,"{'channel1': array([-0.01 , -0.132, -0.074, ..., -0.065, -0.145, -0.014]), 'channel2': array([ 0.002, -0.068, -0.159, ...,  0.216, -0.107, -0.265])}"
Bearing3_1,33,09:15:59,Training,"{'channel1': array([ 0.124,  0.371,  0.408, ...,  0.111, -0.166, -0.036]), 'channel2': array([ 0.3  ,  0.279,  0.055, ...,  0.056,  0.259, -0.328])}"
Bearing3_1,367,10:11:39,Training,"{'channel1': array([0.295, 0.359, 0.498, ..., 0.253, 0.256, 0.025]), 'channel2': array([-0.322, -0.108, -0.085, ..., -0.565, -0.215, -0.337])}"
Bearing3_1,104,09:27:49,Training,"{'channel1': array([-0.216, -0.361,  0.051, ..., -0.188, -0.131,  0.077]), 'channel2': array([ 0.296,  0.03 ,  0.415, ..., -0.153,  0.088, -0.189])}"
Bearing3_1,503,10:34:19,Training,"{'channel1': array([-0.303,  0.091, -1.158, ..., -0.673, -0.695, -1.037]), 'channel2': array([-1.815, -0.381, -1.714, ...,  3.305, -2.25 ,  0.168])}"
Bearing3_1,221,09:47:19,Training,"{'channel1': array([-0.366, -0.75 , -0.565, ..., -0.164, -0.058, -0.02 ]), 'channel2': array([ 0.68 ,  0.475,  0.761, ..., -0.022, -0.002,  0.246])}"
Bearing3_1,261,09:53:59,Training,"{'channel1': array([ 0.192, -0.092, -0.002, ...,  0.272,  0.264, -0.128]), 'channel2': array([ 0.169, -0.438,  0.315, ...,  0.003,  0.211,  0.319])}"
Bearing3_1,54,09:19:29,Training,"{'channel1': array([-0.08 , -0.096,  0.202, ...,  0.496, -0.144, -0.434]), 'channel2': array([-0.321, -0.009,  0.356, ..., -0.461, -0.125,  0.468])}"
Bearing3_1,176,09:39:49,Training,"{'channel1': array([-0.688, -0.845, -0.572, ..., -0.267, -0.169,  0.02 ]), 'channel2': array([-0.103,  0.03 ,  0.229, ..., -0.065, -0.257,  0.286])}"
Bearing3_1,473,10:29:19,Training,"{'channel1': array([-0.001, -0.11 , -0.152, ..., -0.196, -0.203,  0.265]), 'channel2': array([-0.307,  0.03 ,  0.312, ...,  0.03 , -0.285, -0.123])}"
Bearing3_1,239,09:50:19,Training,"{'channel1': array([-0.316,  0.099,  0.123, ...,  0.069,  0.196,  0.487]), 'channel2': array([-0.005, -0.125, -0.037, ...,  0.089, -0.604, -0.935])}"
Bearing3_1,440,10:23:49,Training,"{'channel1': array([ 0.017, -0.599, -0.018, ..., -0.335,  0.063, -0.177]), 'channel2': array([-0.213,  0.026,  0.216, ...,  0.129,  0.185,  0.423])}"
Bearing3_1,117,09:29:59,Training,"{'channel1': array([-0.16 , -0.174, -0.203, ...,  0.302, -0.087, -0.095]), 'channel2': array([ 0.147, -0.267, -0.445, ..., -0.31 , -0.135,  0.552])}"
Bearing3_1,267,09:54:59,Training,"{'channel1': array([ 0.578,  0.632,  0.408, ..., -0.077, -0.02 , -0.098]), 'channel2': array([-0.029, -0.197, -0.419, ...,  0.403, -0.574,  0.116])}"
Bearing3_1,283,09:57:39,Training,"{'channel1': array([ 0.354, -0.157,  0.102, ...,  0.317,  0.138, -0.08 ]), 'channel2': array([-0.114, -0.045,  0.445, ...,  0.091,  0.051, -0.382])}"
Bearing3_1,30,09:15:29,Training,"{'channel1': array([-0.53 , -0.111,  0.361, ...,  0.113, -0.187, -0.808]), 'channel2': array([-0.466,  0.299,  0.528, ..., -0.164, -0.679, -0.618])}"
Bearing3_1,312,10:02:29,Training,"{'channel1': array([ 0.039, -0.106, -0.049, ..., -0.02 , -0.267, -0.356]), 'channel2': array([-0.173,  0.208, -0.066, ..., -0.414, -0.148,  0.267])}"
Bearing3_1,414,10:19:29,Training,"{'channel1': array([ 0.013, -0.006, -0.104, ..., -0.189, -0.127,  0.108]), 'channel2': array([-0.059, -0.393, -0.176, ...,  0.39 ,  0.437,  0.014])}"
Bearing3_1,514,10:36:09,Training,"{'channel1': array([ 0.057, -0.258, -0.526, ...,  1.09 ,  1.015,  0.148]), 'channel2': array([-0.458, -0.483,  1.749, ..., -0.02 , -0.897, -1.603])}"
Bearing3_1,361,10:10:39,Training,"{'channel1': array([-0.085,  0.116,  0.073, ...,  0.04 , -0.128, -0.134]), 'channel2': array([ 0.209, -0.141, -0.404, ..., -0.16 ,  0.246,  0.606])}"
Bearing3_1,496,10:33:09,Training,"{'channel1': array([ 0.775, -0.191, -0.332, ..., -0.044,  0.36 ,  0.232]), 'channel2': array([-1.032,  1.144, -0.367, ...,  0.958,  0.633, -0.714])}"
Bearing3_1,253,09:52:39,Training,"{'channel1': array([ 0.367,  0.057,  0.099, ..., -0.506, -0.504,  0.073]), 'channel2': array([ 0.031, -0.098, -0.044, ...,  0.663,  0.234,  0.03 ])}"
Bearing3_1,196,09:43:09,Training,"{'channel1': array([-0.303, -0.48 , -0.221, ..., -0.195, -0.451, -0.229]), 'channel2': array([-0.489,  0.224,  0.587, ...,  0.543,  0.347,  0.601])}"
Bearing3_1,269,09:55:19,Training,"{'channel1': array([ 0.269,  0.13 , -0.189, ...,  0.031,  0.011, -0.255]), 'channel2': array([-0.194, -1.024, -0.581, ...,  0.306,  0.043,  0.113])}"
Bearing3_1,479,10:30:19,Training,"{'channel1': array([0.139, 0.112, 0.007, ..., 0.283, 0.189, 0.05 ]), 'channel2': array([ 0.244,  0.229, -0.181, ..., -0.411, -0.167, -0.051])}"
Bearing3_1,416,10:19:49,Training,"{'channel1': array([ 0.481,  0.285,  0.082, ..., -0.271, -0.479, -0.58 ]), 'channel2': array([-0.007, -0.353,  0.358, ..., -0.251,  0.178,  0.098])}"
Bearing3_1,123,09:30:59,Training,"{'channel1': array([-0.252, -0.501, -0.205, ..., -0.181, -0.546, -0.   ]), 'channel2': array([-0.302, -0.161,  0.367, ...,  0.261,  0.719, -0.252])}"
Bearing3_1,502,10:34:09,Training,"{'channel1': array([0.834, 0.994, 0.053, ..., 0.526, 0.281, 1.088]), 'channel2': array([ 1.092, -0.641, -0.717, ...,  1.664, -1.472,  1.135])}"
Bearing3_1,425,10:21:19,Training,"{'channel1': array([-0.728, -0.349, -0.24 , ...,  0.874,  1.148,  0.758]), 'channel2': array([ 0.738, -0.655, -0.473, ..., -0.285, -0.367, -0.221])}"
Bearing3_1,507,10:34:59,Training,"{'channel1': array([-0.134, -0.36 , -0.012, ..., -0.977, -1.812, -0.356]), 'channel2': array([ 0.508, -0.541,  1.601, ..., -0.353,  3.661,  1.492])}"
Bearing3_1,61,09:20:39,Training,"{'channel1': array([-1.204, -1.099, -1.358, ...,  0.523,  0.267,  0.259]), 'channel2': array([-0.037,  0.248, -0.266, ..., -0.14 , -0.265, -0.245])}"
Bearing3_1,419,10:20:19,Training,"{'channel1': array([-0.115, -0.092, -0.006, ...,  0.226,  0.079,  0.046]), 'channel2': array([-0.149, -0.004, -0.084, ..., -0.007,  0.282,  0.412])}"
Bearing3_1,103,09:27:39,Training,"{'channel1': array([ 0.006,  0.294,  0.713, ..., -0.239, -0.32 , -0.04 ]), 'channel2': array([-0.073, -0.141, -0.32 , ...,  0.468, -0.213,  0.111])}"
Bearing3_1,28,09:15:09,Training,"{'channel1': array([-1.052, -0.672,  0.343, ...,  0.11 , -0.254, -0.226]), 'channel2': array([ 0.449, -0.063, -0.228, ..., -0.152,  0.272, -0.078])}"
Bearing3_1,162,09:37:29,Training,"{'channel1': array([-0.065, -0.127,  0.227, ..., -0.176, -0.135, -0.127]), 'channel2': array([-0.625, -0.004,  0.458, ..., -0.178, -0.524,  0.282])}"
Bearing3_1,138,09:33:29,Training,"{'channel1': array([-0.068, -0.252,  0.548, ...,  0.2  ,  0.326,  0.388]), 'channel2': array([-0.396,  0.082, -0.688, ..., -0.575,  0.406,  0.183])}"
Bearing3_1,151,09:35:39,Training,"{'channel1': array([-0.575, -0.385, -0.235, ...,  0.108, -0.07 ,  0.078]), 'channel2': array([ 0.282,  0.267, -0.292, ...,  0.602, -0.794,  0.059])}"
Bearing3_1,458,10:26:49,Training,"{'channel1': array([-0.084, -0.32 , -0.514, ..., -0.11 , -0.391, -0.103]), 'channel2': array([ 0.05 , -0.23 , -0.192, ..., -0.307, -0.155,  0.323])}"
Bearing3_1,194,09:42:49,Training,"{'channel1': array([-0.199,  0.097,  0.268, ..., -0.094, -0.122, -0.094]), 'channel2': array([ 0.191, -0.365, -0.346, ...,  0.458,  0.098, -0.326])}"
Bearing3_1,262,09:54:09,Training,"{'channel1': array([-0.289, -0.127,  0.142, ...,  0.345,  0.015, -0.081]), 'channel2': array([ 0.291,  0.553,  0.028, ...,  0.154, -0.409, -0.021])}"
Bearing3_1,289,09:58:39,Training,"{'channel1': array([ 0.207,  0.106, -0.178, ..., -0.323,  0.13 ,  0.26 ]), 'channel2': array([-0.132,  0.127, -0.278, ..., -0.141,  0.05 ,  0.113])}"
Bearing3_1,447,10:24:59,Training,"{'channel1': array([-0.328, -0.407, -0.14 , ..., -0.389, -0.653, -0.724]), 'channel2': array([-0.037, -0.12 ,  0.212, ...,  0.513,  0.098, -0.324])}"
Bearing3_1,60,09:20:29,Training,"{'channel1': array([-0.023, -0.077, -0.211, ..., -0.177, -0.517, -0.586]), 'channel2': array([ 0.045, -0.265,  0.14 , ..., -0.176, -0.156,  0.385])}"
Bearing3_1,469,10:28:39,Training,"{'channel1': array([-0.212, -0.025, -0.063, ..., -0.186,  0.033,  0.022]), 'channel2': array([-0.094, -0.206, -0.125, ..., -0.195, -0.303, -0.045])}"
Bearing3_1,302,10:00:49,Training,"{'channel1': array([-0.39 , -0.453, -0.417, ...,  0.052, -0.4  ,  0.066]), 'channel2': array([ 0.492, -0.131,  0.284, ...,  0.017,  0.024,  0.18 ])}"
Bearing3_1,38,09:16:49,Training,"{'channel1': array([ 0.409,  0.561,  0.326, ..., -0.506, -0.024,  0.333]), 'channel2': array([-0.532, -0.525, -0.052, ...,  0.14 , -0.004, -0.271])}"
Bearing3_1,451,10:25:39,Training,"{'channel1': array([ 0.287,  0.278,  0.303, ..., -0.247, -0.258,  0.108]), 'channel2': array([-0.28 ,  0.033, -0.032, ..., -0.077,  0.368, -0.024])}"
Bearing3_1,149,09:35:19,Training,"{'channel1': array([ 0.455,  0.308,  0.277, ..., -0.034,  0.07 , -0.159]), 'channel2': array([-0.122, -0.031,  0.086, ...,  0.047, -0.075, -0.099])}"
Bearing3_1,301,10:00:39,Training,"{'channel1': array([ 0.068, -0.206, -0.047, ...,  0.209, -0.037, -0.112]), 'channel2': array([-0.063,  0.32 , -0.471, ...,  0.166,  0.269, -0.076])}"
Bearing3_1,145,09:34:39,Training,"{'channel1': array([ 0.086,  0.397,  0.277, ...,  0.032,  0.125, -0.161]), 'channel2': array([ 0.116, -0.163, -0.449, ..., -0.882, -0.335,  0.321])}"
Bearing3_1,192,09:42:29,Training,"{'channel1': array([ 0.061, -0.083,  0.002, ..., -0.133,  0.102, -0.015]), 'channel2': array([ 0.125,  0.288, -0.003, ...,  0.073, -0.115,  0.483])}"
Bearing3_1,248,09:51:49,Training,"{'channel1': array([0.35 , 0.08 , 0.315, ..., 0.342, 0.661, 0.104]), 'channel2': array([-0.259,  0.267,  0.121, ...,  0.245,  0.238, -0.663])}"
Bearing3_1,236,09:49:49,Training,"{'channel1': array([-0.14 , -0.082, -0.49 , ..., -0.375, -0.471, -0.443]), 'channel2': array([ 0.176,  0.085, -0.214, ..., -0.437, -0.178,  0.011])}"
Bearing3_1,424,10:21:09,Training,"{'channel1': array([-0.768, -0.713, -0.575, ..., -0.012,  0.038, -0.297]), 'channel2': array([-0.224,  0.302,  0.192, ..., -0.35 ,  0.353,  0.167])}"
Bearing3_1,175,09:39:39,Training,"{'channel1': array([0.214, 0.275, 0.146, ..., 0.176, 0.104, 0.345]), 'channel2': array([ 0.216,  0.204, -0.205, ...,  0.122, -0.192,  0.117])}"
Bearing3_1,512,10:35:49,Training,"{'channel1': array([-1.222, -1.274, -1.792, ..., -0.988,  0.201, -0.43 ]), 'channel2': array([-2.094,  1.611,  2.645, ..., -0.433, -0.179, -0.959])}"
Bearing3_1,255,09:52:59,Training,"{'channel1': array([ 0.266,  0.072,  0.385, ..., -0.565, -0.217,  0.152]), 'channel2': array([ 0.42 , -0.24 , -0.149, ...,  0.146, -0.015,  0.185])}"
Bearing3_1,16,09:13:09,Training,"{'channel1': array([ 0.867,  0.077, -1.015, ..., -0.161, -0.85 , -0.869]), 'channel2': array([-0.636, -0.327,  0.272, ...,  0.253,  0.306,  0.069])}"
Bearing3_1,445,10:24:39,Training,"{'channel1': array([0.396, 0.186, 0.018, ..., 0.23 , 0.393, 0.008]), 'channel2': array([ 0.222, -0.145,  0.069, ...,  0.019, -0.224,  0.024])}"
Bearing3_1,366,10:11:29,Training,"{'channel1': array([-0.124, -0.147, -0.207, ..., -0.174,  0.009, -0.146]), 'channel2': array([ 0.282, -0.093, -0.2  , ..., -0.109,  0.457, -0.158])}"
Bearing3_1,65,09:21:19,Training,"{'channel1': array([-0.96 , -0.593, -0.293, ..., -0.196,  0.038, -0.115]), 'channel2': array([-0.45 ,  0.587,  0.842, ...,  0.372,  0.426,  0.192])}"
Bearing3_1,5,09:11:19,Training,"{'channel1': array([ 0.059,  0.603,  0.613, ..., -1.056, -0.437,  0.425]), 'channel2': array([-0.372, -0.085,  0.112, ...,  0.479, -0.886,  0.302])}"
Bearing3_1,200,09:43:49,Training,"{'channel1': array([-0.116, -0.458, -0.347, ...,  0.072,  0.367,  0.234]), 'channel2': array([-0.336,  0.068,  0.047, ...,  0.382,  0.229, -0.076])}"
Bearing3_1,155,09:36:19,Training,"{'channel1': array([ 0.246,  0.442,  0.294, ...,  0.264,  0.084, -0.26 ]), 'channel2': array([-0.276,  0.165,  0.235, ..., -0.175,  0.088,  0.271])}"
Bearing3_1,217,09:46:39,Training,"{'channel1': array([ 0.42 , -0.092, -0.42 , ...,  0.259,  0.092, -0.368]), 'channel2': array([ 0.253,  0.273,  0.153, ..., -0.079, -0.333,  0.316])}"
Bearing3_1,230,09:48:49,Training,"{'channel1': array([-0.236, -0.063, -0.008, ...,  0.104, -0.003, -0.152]), 'channel2': array([-0.358, -0.364,  0.03 , ...,  0.121, -0.471,  0.396])}"
Bearing3_1,48,09:18:29,Training,"{'channel1': array([-0.184, -0.431, -0.394, ...,  0.485,  0.603,  0.073]), 'channel2': array([-0.323, -0.391,  0.664, ..., -0.209, -0.185, -0.193])}"
Bearing3_1,56,09:19:49,Training,"{'channel1': array([-0.13 , -0.202, -0.197, ..., -0.086,  0.069,  0.416]), 'channel2': array([-0.316,  0.493, -0.081, ...,  0.158, -0.121, -0.117])}"
Bearing3_1,506,10:34:49,Training,"{'channel1': array([-0.207,  0.561,  0.243, ..., -0.358,  0.088, -1.712]), 'channel2': array([ 0.078,  1.298, -0.441, ..., -2.687, -1.759,  2.434])}"
Bearing3_1,205,09:44:39,Training,"{'channel1': array([-0.092, -0.341, -0.284, ...,  0.206,  0.185, -0.033]), 'channel2': array([ 0.68 , -0.219, -0.211, ..., -0.046, -0.167, -0.051])}"
Bearing3_1,234,09:49:29,Training,"{'channel1': array([ 0.494,  0.127, -0.312, ...,  0.303, -0.21 , -0.213]), 'channel2': array([-1.051, -0.296, -0.195, ...,  0.34 , -0.066,  0.067])}"
Bearing3_1,365,10:11:19,Training,"{'channel1': array([ 0.134,  0.028,  0.013, ..., -0.132, -0.407, -0.122]), 'channel2': array([-0.299, -0.21 ,  0.076, ..., -0.21 ,  0.294,  0.658])}"
Bearing3_1,329,10:05:19,Training,"{'channel1': array([ 0.095, -0.246, -0.423, ..., -0.031, -0.612,  0.12 ]), 'channel2': array([-0.794,  0.47 ,  0.565, ...,  0.33 ,  0.401, -0.086])}"
Bearing3_1,256,09:53:09,Training,"{'channel1': array([ 0.172, -0.183, -0.187, ..., -0.297, -0.243,  0.487]), 'channel2': array([-0.007,  0.146,  0.256, ...,  0.254, -0.049, -0.251])}"
Bearing3_1,204,09:44:29,Training,"{'channel1': array([0.2  , 0.316, 0.189, ..., 0.04 , 0.109, 0.059]), 'channel2': array([ 0.161, -0.2  , -0.309, ..., -0.613, -0.019,  0.189])}"
Bearing3_1,247,09:51:39,Training,"{'channel1': array([ 0.145,  0.195, -0.183, ..., -0.413, -0.369, -0.196]), 'channel2': array([-0.203, -0.275,  0.186, ..., -0.277,  0.025,  0.163])}"
Bearing3_1,375,10:12:59,Training,"{'channel1': array([-0.162, -0.182, -0.078, ...,  0.179,  0.215,  0.181]), 'channel2': array([ 0.144, -0.178, -0.264, ..., -0.426,  0.273, -0.204])}"
Bearing3_1,388,10:15:09,Training,"{'channel1': array([ 0.188,  0.338, -0.14 , ..., -0.132, -0.176, -0.191]), 'channel2': array([ 0.311, -0.157,  0.065, ...,  0.148,  0.613,  0.274])}"
Bearing3_1,467,10:28:19,Training,"{'channel1': array([ 0.013, -0.325, -0.505, ..., -0.051, -0.295, -0.589]), 'channel2': array([-0.109,  0.007,  0.181, ...,  0.289,  0.063,  0.052])}"
Bearing3_1,438,10:23:29,Training,"{'channel1': array([-0.212, -0.261,  0.115, ...,  0.488,  0.152, -0.241]), 'channel2': array([ 0.026,  0.434, -0.435, ...,  0.164,  0.204,  0.052])}"
Bearing3_1,446,10:24:49,Training,"{'channel1': array([-0.211, -0.078,  0.032, ..., -0.318, -0.099,  0.151]), 'channel2': array([ 0.129, -0.38 ,  0.133, ...,  0.234, -0.004, -0.12 ])}"
Bearing3_1,303,10:00:59,Training,"{'channel1': array([-0.556, -0.17 , -0.038, ...,  0.094,  0.129, -0.101]), 'channel2': array([ 0.317,  0.048, -0.001, ..., -0.107,  0.087, -0.106])}"
